Timestamp,Vision bot pose TX,Vision bot pose TY,Vision bot pose RZ,Vision bot pose Blue TX,Vision bot pose Blue TY,Vision bot pose Blue RZ,Vision bot pose Red TX,Vision bot pose Red TY,Vision bot pose Red RZ,Vision bot pose TX,Vision bot pose TY,Vision bot pose RZ,Vision bot pose Blue TX,Vision bot pose Blue TY,Vision bot pose Blue RZ,Vision bot pose Red TX,Vision bot pose Red TY,Vision bot pose Red RZ,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,0neo encoder angle,0absolute encoder angle,0angle reset itterations,Num of reset calls,fl steer angle,fl drive velocity,fr steer angle,fr drive velocity,bl steer angle,bl drive velocity,br steer angle,br drive velocity,fl module position,fr module position,bl module position,br module position,fl target angle,fl target velocity,fr target angle,fr target velocity,bl target angle,bl target velocity,br target angle,br target velocity,fl drive voltage,fr drive voltage,bl drive voltage,br drive voltage,Heading,poseX,poseY,Arm target angle,Arm angle,Arm on target,Target angle,Wrist angle,on target,Elevator Extension,Elevator Target Height,Elevator on Target,bottom limit switch,top limit switch,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference,Current angle,Target angle,Bearing Difference
6.372901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3287383097118415,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.18407769454627695,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0023426201369147748,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.41411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3287383097118415,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.18407769454627695,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0023426201369147748,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.445508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3287383097118415,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.18407769454627695,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0023426201369147748,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.489873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3287383097118415,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0023426201369147748,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.527817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3287383097118415,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.56077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0054931640625,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.611734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.637693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.19941750242513337,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.681964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.200951483213019,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.728336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.200951483213019,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.774888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.200951483213019,2.0,1.0,0.1840776950120926,0.18407769454627695,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.821279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.200951483213019,2.0,1.0,0.1840776950120926,0.18407769454627695,2.0,1.0,3.3272042274475098,3.3272043289239557,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.3709970016375905E-41,0.0,0.0,-0.0010362579632783309,0.0,0.0,0.0,0.0,1.0,0.0,190.72265068506766,0.0,169.27734931493234,190.72265068506766,0.0,169.27734931493234,11.425781207765572,0.0,-11.425781207765567,11.425781207765572,0.0,-11.425781207765567,10.546875026689271,0.0,-10.546875026689236,10.546875026689271,0.0,-10.546875026689236,190.63475981082792,0.0,169.36524018917208,190.63475981082792,0.0,169.36524018917208
6.867348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.328738212585449,3.3272043289239557,2.0,1.0,0.19941750168800354,0.200951483213019,2.0,1.0,0.1840776950120926,0.1856116753341626,2.0,1.0,3.3272042274475098,3.3287383097118415,2.0,1.0,190.72265068506766,-0.0,11.425781207765572,-0.0,10.546875026689271,-0.0,190.63475981082792,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.00274658203125,0.0,0.0,0.0,2.37099
